@RELATION caltech101

@ATTRIBUTE	word0	NUMERIC
@ATTRIBUTE	word1	NUMERIC
@ATTRIBUTE	word2	NUMERIC
@ATTRIBUTE	word3	NUMERIC
@ATTRIBUTE	word4	NUMERIC
@ATTRIBUTE	word5	NUMERIC
@ATTRIBUTE	word6	NUMERIC
@ATTRIBUTE	word7	NUMERIC
@ATTRIBUTE	word8	NUMERIC
@ATTRIBUTE	word9	NUMERIC
@ATTRIBUTE	word10	NUMERIC
@ATTRIBUTE	word11	NUMERIC
@ATTRIBUTE	word12	NUMERIC
@ATTRIBUTE	word13	NUMERIC
@ATTRIBUTE	word14	NUMERIC
@ATTRIBUTE	word15	NUMERIC
@ATTRIBUTE	word16	NUMERIC
@ATTRIBUTE	word17	NUMERIC
@ATTRIBUTE	word18	NUMERIC
@ATTRIBUTE	word19	NUMERIC
@ATTRIBUTE	word20	NUMERIC
@ATTRIBUTE	word21	NUMERIC
@ATTRIBUTE	word22	NUMERIC
@ATTRIBUTE	word23	NUMERIC
@ATTRIBUTE	word24	NUMERIC
@ATTRIBUTE	word25	NUMERIC
@ATTRIBUTE	word26	NUMERIC
@ATTRIBUTE	word27	NUMERIC
@ATTRIBUTE	word28	NUMERIC
@ATTRIBUTE	word29	NUMERIC
@ATTRIBUTE	word30	NUMERIC
@ATTRIBUTE	word31	NUMERIC
@ATTRIBUTE	word32	NUMERIC
@ATTRIBUTE	word33	NUMERIC
@ATTRIBUTE	word34	NUMERIC
@ATTRIBUTE	word35	NUMERIC
@ATTRIBUTE	word36	NUMERIC
@ATTRIBUTE	word37	NUMERIC
@ATTRIBUTE	word38	NUMERIC
@ATTRIBUTE	word39	NUMERIC
@ATTRIBUTE	word40	NUMERIC
@ATTRIBUTE	word41	NUMERIC
@ATTRIBUTE	word42	NUMERIC
@ATTRIBUTE	word43	NUMERIC
@ATTRIBUTE	word44	NUMERIC
@ATTRIBUTE	word45	NUMERIC
@ATTRIBUTE	word46	NUMERIC
@ATTRIBUTE	word47	NUMERIC
@ATTRIBUTE	word48	NUMERIC
@ATTRIBUTE	word49	NUMERIC
@ATTRIBUTE	class	{strawberry,lobster,brain,platypus,Faces,nautilus,pigeon,grand_piano,chair,pizza}

@DATA
0.0576923,0.0192308,0.0192308,0,0,0,0,0,0,0,0,0.115385,0,0,0,0.153846,0.0192308,0.0192308,0.0384615,0,0.0384615,0.0384615,0,0.0384615,0.0576923,0,0,0.0192308,0.0384615,0.0192308,0.0192308,0.0384615,0.0384615,0.0192308,0,0.0192308,0.0192308,0,0,0.0576923,0,0,0,0.0192308,0.0384615,0,0.0192308,0.0192308,0,0,strawberry
0,0.0754717,0,0,0.0125786,0,0.0125786,0.0503145,0,0.00628931,0.0125786,0,0.0377358,0.00628931,0,0.226415,0,0.00628931,0.00628931,0,0,0.0440252,0,0.00628931,0.0503145,0.0251572,0,0.0251572,0.0251572,0,0,0.00628931,0,0,0.081761,0.0440252,0,0,0.0314465,0.0314465,0,0.0188679,0.0440252,0.0377358,0,0.0125786,0.00628931,0.0125786,0.0314465,0.0125786,strawberry
0.00294985,0.00884956,0,0.0147493,0.0176991,0,0.00294985,0.0412979,0.0117994,0,0.0176991,0.0117994,0,0.00294985,0.0265487,0.100295,0,0.00884956,0.00294985,0.00884956,0.00294985,0.0353982,0.020649,0.0117994,0.0117994,0.079646,0.0058997,0.0117994,0.0058997,0.0117994,0.0058997,0.0058997,0.00884956,0,0.174041,0.0884956,0,0.0058997,0.020649,0.0058997,0.020649,0.00884956,0.020649,0.0265487,0.0058997,0.0147493,0.00884956,0.0058997,0.0884956,0.0058997,strawberry
0.0173536,0.0238612,0.00650759,0.0477223,0.00650759,0.0130152,0.0021692,0.0585683,0.0281996,0.021692,0.0151844,0.00433839,0.0130152,0.0195228,0.0151844,0.0997831,0.00650759,0.0260304,0.0260304,0.0195228,0.0130152,0.0151844,0.00433839,0.021692,0.0130152,0.0520607,0.010846,0.010846,0.0477223,0.0130152,0.0260304,0.0173536,0.0021692,0.0130152,0.0173536,0.0151844,0.021692,0.0260304,0.00867679,0.0151844,0.0151844,0.0130152,0.0281996,0.0130152,0.0130152,0.00867679,0.0173536,0.0260304,0.0173536,0.0130152,strawberry
0.00555556,0,0,0.0777778,0.0111111,0.0166667,0,0,0,0,0.00555556,0.0277778,0.00555556,0.00555556,0.00555556,0.155556,0.00555556,0.0222222,0.0166667,0.00555556,0.0222222,0.0111111,0,0.0722222,0.0166667,0.0166667,0.0222222,0.00555556,0,0.0111111,0,0.00555556,0.0111111,0.00555556,0.172222,0.00555556,0.0111111,0.00555556,0.2,0,0.00555556,0,0,0,0.0166667,0.00555556,0.0111111,0,0,0,strawberry
0.00840336,0.0672269,0,0,0,0,0,0.0168067,0,0.00840336,0,0,0.00840336,0,0,0.159664,0,0,0,0,0,0,0,0.0168067,0.00840336,0.0252101,0,0,0,0.00840336,0.0252101,0,0,0.00840336,0.151261,0.0504202,0,0,0.218487,0,0.0168067,0,0.00840336,0.0420168,0,0.0168067,0.0168067,0,0.117647,0,strawberry
0.0145833,0.0666667,0,0,0.00625,0.00416667,0.01875,0.0229167,0.0166667,0.0104167,0.00833333,0,0.0166667,0.00416667,0.00833333,0.210417,0,0.0125,0.0104167,0,0.00208333,0.0416667,0.00416667,0.0208333,0.03125,0.0583333,0.00208333,0.00625,0.03125,0.0145833,0.0145833,0.00208333,0,0.0145833,0.0479167,0.0416667,0,0.00416667,0.0645833,0.00833333,0.00416667,0,0.0166667,0.01875,0.00833333,0.03125,0.00833333,0.00833333,0.05625,0.00625,strawberry
0.0896552,0,0,0,0.0206897,0.0413793,0,0,0,0,0.00689655,0.0344828,0.0137931,0,0.0137931,0,0.00689655,0.00689655,0.00689655,0.00689655,0.0275862,0,0.0482759,0.0206897,0.0275862,0,0.062069,0.0206897,0,0.0206897,0,0.00689655,0.0275862,0.0344828,0.158621,0.00689655,0.00689655,0,0.22069,0.0137931,0,0,0,0.00689655,0.00689655,0,0.0137931,0.0137931,0,0.00689655,strawberry
0.0148515,0.0594059,0.0148515,0.00495049,0.00990099,0,0.019802,0.0445545,0.029703,0.0148515,0.00990099,0.0445545,0,0.00990099,0.00495049,0.0247525,0.029703,0,0.0148515,0.019802,0.039604,0.0742574,0.00495049,0.0148515,0.0148515,0.00990099,0.0544554,0,0.049505,0.0148515,0.0148515,0,0.029703,0.0148515,0.0148515,0.0247525,0.00495049,0.00495049,0.00990099,0.019802,0.00990099,0.00990099,0.0643564,0.00990099,0.00495049,0.0148515,0.0247525,0.0148515,0.019802,0.039604,strawberry
0.00662252,0,0.00662252,0.0397351,0,0.00662252,0,0.00662252,0,0,0,0,0,0.00662252,0,0.490066,0,0.00662252,0,0,0.00662252,0,0,0.0264901,0.0397351,0.00662252,0.013245,0.013245,0,0.0198676,0,0,0,0,0.10596,0.00662252,0.00662252,0,0.119205,0,0,0,0,0.00662252,0,0.0198676,0.0198676,0,0.0198676,0,strawberry
