@RELATION caltech101

@ATTRIBUTE	word0	NUMERIC
@ATTRIBUTE	word1	NUMERIC
@ATTRIBUTE	word2	NUMERIC
@ATTRIBUTE	word3	NUMERIC
@ATTRIBUTE	word4	NUMERIC
@ATTRIBUTE	word5	NUMERIC
@ATTRIBUTE	word6	NUMERIC
@ATTRIBUTE	word7	NUMERIC
@ATTRIBUTE	word8	NUMERIC
@ATTRIBUTE	word9	NUMERIC
@ATTRIBUTE	word10	NUMERIC
@ATTRIBUTE	word11	NUMERIC
@ATTRIBUTE	word12	NUMERIC
@ATTRIBUTE	word13	NUMERIC
@ATTRIBUTE	word14	NUMERIC
@ATTRIBUTE	word15	NUMERIC
@ATTRIBUTE	word16	NUMERIC
@ATTRIBUTE	word17	NUMERIC
@ATTRIBUTE	word18	NUMERIC
@ATTRIBUTE	word19	NUMERIC
@ATTRIBUTE	word20	NUMERIC
@ATTRIBUTE	word21	NUMERIC
@ATTRIBUTE	word22	NUMERIC
@ATTRIBUTE	word23	NUMERIC
@ATTRIBUTE	word24	NUMERIC
@ATTRIBUTE	word25	NUMERIC
@ATTRIBUTE	word26	NUMERIC
@ATTRIBUTE	word27	NUMERIC
@ATTRIBUTE	word28	NUMERIC
@ATTRIBUTE	word29	NUMERIC
@ATTRIBUTE	word30	NUMERIC
@ATTRIBUTE	word31	NUMERIC
@ATTRIBUTE	word32	NUMERIC
@ATTRIBUTE	word33	NUMERIC
@ATTRIBUTE	word34	NUMERIC
@ATTRIBUTE	word35	NUMERIC
@ATTRIBUTE	word36	NUMERIC
@ATTRIBUTE	word37	NUMERIC
@ATTRIBUTE	word38	NUMERIC
@ATTRIBUTE	word39	NUMERIC
@ATTRIBUTE	word40	NUMERIC
@ATTRIBUTE	word41	NUMERIC
@ATTRIBUTE	word42	NUMERIC
@ATTRIBUTE	word43	NUMERIC
@ATTRIBUTE	word44	NUMERIC
@ATTRIBUTE	word45	NUMERIC
@ATTRIBUTE	word46	NUMERIC
@ATTRIBUTE	word47	NUMERIC
@ATTRIBUTE	word48	NUMERIC
@ATTRIBUTE	word49	NUMERIC
@ATTRIBUTE	class	{strawberry,lobster,brain,platypus,Faces,nautilus,pigeon,grand_piano,chair,pizza}

@DATA
0.0465116,0,0,0.0542636,0,0,0.0155039,0,0.0232558,0.0387597,0.00775194,0,0.0155039,0.0465116,0.0542636,0.0620155,0.0310078,0,0.00775194,0,0.0232558,0.0232558,0.00775194,0.0620155,0.00775194,0.0310078,0.00775194,0,0.0310078,0.00775194,0.0465116,0.0465116,0.0232558,0.00775194,0.0232558,0,0.0232558,0.0310078,0,0.00775194,0.0387597,0,0.0387597,0,0.0620155,0.0155039,0.0232558,0,0.00775194,0,strawberry
0.125301,0.00240964,0,0,0,0.0385542,0,0,0.00963855,0.0433735,0,0.026506,0.0192771,0,0.0192771,0,0,0.0771084,0.00481928,0.0192771,0.0192771,0.0433735,0,0.00481928,0.00481928,0,0.00481928,0.0192771,0.00481928,0.0771084,0,0.026506,0,0.00481928,0.224096,0.0530121,0.00481928,0,0.00240964,0.0240964,0.00481928,0.026506,0,0,0,0.0144578,0.0361446,0.0144578,0,0,strawberry
0.044186,0.00232558,0.0139535,0,0.00930233,0,0,0.0651163,0.0581395,0.0906977,0,0.00930233,0.14186,0,0.0604651,0.00697674,0.00697674,0.0139535,0.0232558,0.0139535,0.00465116,0.0395349,0,0,0.00465116,0,0.00930233,0.0116279,0.0395349,0.0116279,0,0,0,0.00930233,0,0.00465116,0,0,0.0209302,0.151163,0.0372093,0.00930233,0,0,0,0.0302326,0,0.0186047,0.00930233,0.027907,strawberry
0.0570071,0.00712589,0,0.0261283,0,0.0142518,0.00950119,0.0546318,0.0285036,0.00950119,0,0.0712589,0.0593824,0.0522565,0.0023753,0.0190024,0.00475059,0.0213777,0.00475059,0.0023753,0.0380048,0,0.0023753,0.0570071,0.0308789,0,0.0118765,0,0.00475059,0.04038,0.00475059,0.0308789,0.0142518,0.0332542,0,0.00475059,0.0023753,0.0308789,0.0973872,0,0.023753,0.0118765,0,0,0.0332542,0.0142518,0.00475059,0.0285036,0.0285036,0.00712589,strawberry
0.030303,0,0.00275482,0.0137741,0,0,0.0137741,0.0110193,0,0.0330579,0,0.0137741,0.0330579,0.00550964,0.0192837,0.00275482,0,0.0606061,0,0.00550964,0.00826446,0,0.00275482,0.0192837,0.00275482,0.0137741,0.00826446,0,0,0.0881543,0.0440771,0.0192837,0.0110193,0.0523416,0.00826446,0.00550964,0.00550964,0.0165289,0.347107,0.00275482,0.00275482,0.0578512,0.00550964,0,0.00275482,0,0,0.00275482,0.0275482,0,strawberry
0.142857,0.00696864,0.00348432,0,0,0,0.0174216,0.0139373,0.0139373,0.111498,0,0.0487805,0.00696864,0.00348432,0.0801394,0.00348432,0,0.0313589,0,0,0.0209059,0.010453,0.0348432,0.00696864,0,0,0,0.010453,0.0801394,0.108014,0,0,0,0,0,0.00348432,0,0.00348432,0.0243902,0.0731707,0.0174216,0.0139373,0.00348432,0,0,0.00348432,0,0.00348432,0.0278746,0.0696864,strawberry
0.0696056,0.00232019,0.00928074,0.00232019,0.00232019,0.0116009,0,0.0510441,0.0696056,0.164733,0,0.0301624,0.025522,0,0.0324826,0,0.00464037,0.00696056,0.00464037,0.00464037,0.00696056,0.0162413,0.0301624,0.0417633,0.0139211,0,0.00232019,0.00232019,0.0278422,0.0208817,0,0,0,0,0.0742459,0.00232019,0,0,0.00232019,0.0742459,0.0208817,0.0116009,0,0,0.00464037,0.0324826,0.00928074,0.0208817,0,0.0928074,strawberry
0,0.0117994,0,0.0265487,0,0.0117994,0.0235988,0.00884956,0,0,0.00294985,0.0383481,0,0.0265487,0,0.0383481,0.020649,0.0471976,0,0.00294985,0.0560472,0.00294985,0,0.0501475,0,0.020649,0,0.0058997,0.00294985,0.0648968,0.0176991,0.0471976,0,0.0117994,0.0235988,0.0294985,0.020649,0.0176991,0.19764,0.00294985,0,0.0530973,0.0176991,0.0265487,0.0294985,0.0176991,0.0176991,0,0.0058997,0,strawberry
0.0994624,0.0107527,0.00268817,0.00806452,0,0.00806452,0.00268817,0.0134409,0.0752688,0.104839,0.00268817,0.0215054,0.0349462,0,0.0188172,0.016129,0.00806452,0,0.0725806,0.0107527,0.00537634,0.00806452,0,0.0456989,0.0376344,0.00268817,0.0134409,0.0295699,0.0456989,0,0.00268817,0,0.0188172,0.00268817,0,0.00268817,0,0,0,0.0241935,0.0295699,0,0.00806452,0,0.00268817,0.0591398,0.0107527,0.0456989,0.00537634,0.0887097,strawberry
0.22619,0.00892857,0.00892857,0.00892857,0.00297619,0,0,0.00892857,0.0357143,0.0803571,0,0.00297619,0.0625,0,0.0297619,0.00595238,0,0.0535714,0.00297619,0.00297619,0,0.00297619,0.0357143,0.0178571,0.00297619,0,0.00595238,0,0.014881,0.0178571,0,0,0,0,0.00892857,0,0,0,0.172619,0.0386905,0,0.104167,0,0,0.00297619,0,0.00297619,0.00297619,0,0.0267857,strawberry
