@RELATION SurfSift50

@ATTRIBUTE	word0	NUMERIC
@ATTRIBUTE	word1	NUMERIC
@ATTRIBUTE	word2	NUMERIC
@ATTRIBUTE	word3	NUMERIC
@ATTRIBUTE	word4	NUMERIC
@ATTRIBUTE	word5	NUMERIC
@ATTRIBUTE	word6	NUMERIC
@ATTRIBUTE	word7	NUMERIC
@ATTRIBUTE	word8	NUMERIC
@ATTRIBUTE	word9	NUMERIC
@ATTRIBUTE	word10	NUMERIC
@ATTRIBUTE	word11	NUMERIC
@ATTRIBUTE	word12	NUMERIC
@ATTRIBUTE	word13	NUMERIC
@ATTRIBUTE	word14	NUMERIC
@ATTRIBUTE	word15	NUMERIC
@ATTRIBUTE	word16	NUMERIC
@ATTRIBUTE	word17	NUMERIC
@ATTRIBUTE	word18	NUMERIC
@ATTRIBUTE	word19	NUMERIC
@ATTRIBUTE	word20	NUMERIC
@ATTRIBUTE	word21	NUMERIC
@ATTRIBUTE	word22	NUMERIC
@ATTRIBUTE	word23	NUMERIC
@ATTRIBUTE	word24	NUMERIC
@ATTRIBUTE	word25	NUMERIC
@ATTRIBUTE	word26	NUMERIC
@ATTRIBUTE	word27	NUMERIC
@ATTRIBUTE	word28	NUMERIC
@ATTRIBUTE	word29	NUMERIC
@ATTRIBUTE	word30	NUMERIC
@ATTRIBUTE	word31	NUMERIC
@ATTRIBUTE	word32	NUMERIC
@ATTRIBUTE	word33	NUMERIC
@ATTRIBUTE	word34	NUMERIC
@ATTRIBUTE	word35	NUMERIC
@ATTRIBUTE	word36	NUMERIC
@ATTRIBUTE	word37	NUMERIC
@ATTRIBUTE	word38	NUMERIC
@ATTRIBUTE	word39	NUMERIC
@ATTRIBUTE	word40	NUMERIC
@ATTRIBUTE	word41	NUMERIC
@ATTRIBUTE	word42	NUMERIC
@ATTRIBUTE	word43	NUMERIC
@ATTRIBUTE	word44	NUMERIC
@ATTRIBUTE	word45	NUMERIC
@ATTRIBUTE	word46	NUMERIC
@ATTRIBUTE	word47	NUMERIC
@ATTRIBUTE	word48	NUMERIC
@ATTRIBUTE	word49	NUMERIC
@ATTRIBUTE	class	{strawberry,lobster,brain,platypus,Faces,nautilus,pigeon,grand_piano,chair,pizza}

@DATA
0.0576923,0,0.0961538,0,0,0,0,0.0384615,0,0,0.0384615,0.0192308,0,0.0192308,0.0192308,0,0.0384615,0.0192308,0,0.0192308,0,0.0384615,0.0192308,0.0192308,0.0384615,0,0,0.0192308,0.115385,0.0576923,0.0961538,0.0576923,0.0384615,0.0192308,0,0.0192308,0,0,0,0,0.0384615,0,0.0384615,0,0,0,0,0,0,0.0192308,strawberry
0.0188679,0.0566038,0,0,0.0314465,0.113208,0,0.0125786,0.0125786,0.0188679,0.0377358,0.0314465,0,0,0.00628931,0,0.0125786,0.0188679,0,0,0,0,0,0.0188679,0.0880503,0,0,0.0314465,0.0314465,0.00628931,0.0125786,0.00628931,0,0.0314465,0.0125786,0.0943396,0.0440252,0.0251572,0.0125786,0.0188679,0,0,0.00628931,0.0188679,0.0188679,0,0.0440252,0.0188679,0.0188679,0.0691824,strawberry
0.0058997,0.0147493,0.00294985,0,0.00884956,0.174041,0,0.0176991,0.0058997,0.020649,0.00294985,0.00884956,0,0.0294985,0.0147493,0,0,0.00884956,0,0,0.156342,0,0.00294985,0.0176991,0.129794,0.0147493,0,0.0058997,0,0.0501475,0.00884956,0,0,0.0855457,0,0,0.0678466,0.0442478,0,0.0058997,0,0.00294985,0.0176991,0.00294985,0.00294985,0,0,0.0058997,0,0.0619469,strawberry
0.021692,0.0433839,0.0368764,0.0021692,0.021692,0.0585683,0.021692,0.0238612,0.032538,0.0173536,0.00433839,0.0260304,0.0021692,0.0303688,0.00433839,0.0195228,0.0173536,0.0195228,0.00650759,0.0195228,0.0260304,0.0021692,0.0130152,0.0238612,0.021692,0.0021692,0.0021692,0.021692,0.032538,0.0260304,0.0303688,0.010846,0.0629067,0.0238612,0.00867679,0.0347072,0.0173536,0.0238612,0.0173536,0.0238612,0.0021692,0.0151844,0.0260304,0.00433839,0.021692,0.00650759,0.00650759,0.00650759,0.0260304,0.0303688,strawberry
0.0222222,0.00555556,0.0611111,0,0,0.188889,0.00555556,0,0.0166667,0.0111111,0.0166667,0,0,0.0111111,0,0.00555556,0.00555556,0.0111111,0,0.0111111,0,0,0.00555556,0.0111111,0.0833333,0.0333333,0.00555556,0.0111111,0.0166667,0.0333333,0.0111111,0,0.0111111,0.0944444,0.00555556,0,0.0222222,0.188889,0,0.0111111,0.0222222,0,0.00555556,0.0111111,0.0111111,0.0111111,0,0,0,0.0222222,strawberry
0.00840336,0.10084,0.0168067,0,0.00840336,0.226891,0.0168067,0.0168067,0.0336134,0.00840336,0,0.00840336,0,0,0.0168067,0,0,0,0,0,0,0,0,0,0.0840336,0.0504202,0,0.0168067,0.0336134,0.00840336,0,0,0.0168067,0.092437,0.0252101,0.0168067,0.0168067,0.0672269,0,0.0252101,0,0,0.0252101,0.00840336,0,0,0,0,0.0168067,0.0336134,strawberry
0.0166667,0.10625,0.0125,0,0.0104167,0.114583,0.0166667,0.00625,0.0229167,0.00625,0.0125,0.0229167,0.00208333,0,0.00833333,0.0125,0.00833333,0.0104167,0,0.0354167,0.0229167,0.00625,0.00208333,0.025,0.10625,0.00416667,0.0145833,0.0104167,0.0395833,0.025,0.0166667,0.00208333,0.0229167,0.03125,0.00625,0.0145833,0.0270833,0.0333333,0.00208333,0.0145833,0.00625,0.00625,0.00833333,0.0125,0.0145833,0,0.00833333,0.0354167,0.0145833,0.0416667,strawberry
0.0137931,0.0413793,0.165517,0,0.0137931,0.124138,0,0.0344828,0.0344828,0.00689655,0.00689655,0,0.0275862,0,0,0,0.0275862,0.0482759,0,0,0,0.0275862,0,0,0.0137931,0.062069,0.00689655,0.00689655,0,0.0344828,0,0,0.00689655,0,0,0,0.00689655,0.186207,0,0.0137931,0,0,0.0206897,0,0.0137931,0.00689655,0,0.00689655,0.00689655,0.0344828,strawberry
0.0594059,0.0148515,0.0148515,0,0.0346535,0.0445545,0.00495049,0.00990099,0.00495049,0.0693069,0.0346535,0,0.0148515,0,0.0247525,0,0.019802,0.039604,0,0.00990099,0.0544554,0.019802,0.019802,0.0148515,0.0346535,0,0.00990099,0.00495049,0.00990099,0.0445545,0.029703,0.039604,0,0.029703,0.00495049,0.029703,0.0148515,0.0247525,0.00990099,0.0148515,0.0148515,0.0346535,0.0148515,0,0.0346535,0.00990099,0.019802,0.00990099,0.00990099,0.039604,strawberry
0,0,0.013245,0.125828,0.0198676,0.0993377,0.00662252,0,0.00662252,0.00662252,0,0.00662252,0,0,0.0331126,0.00662252,0.00662252,0,0,0,0.00662252,0,0,0.00662252,0.013245,0.0529801,0.00662252,0.013245,0.0463576,0.013245,0.00662252,0.013245,0.192053,0,0,0.013245,0.0397351,0.119205,0.013245,0.013245,0.013245,0.013245,0,0.00662252,0,0.0198676,0.0397351,0,0.00662252,0,strawberry
